state,fips,margin2020,margin2016,votes,votes2016
louisiana,22053,55.35341,53.9,14841,14277
louisiana,22051,11.0833,14.7,193733,181639
louisiana,22059,81.10781,79.6,7077,6569
louisiana,22055,28.67072,33.6,114521,105603
louisiana,22057,60.26262,56.5,45388,41645
louisiana,22061,19.46563,19.6,19275,18669
louisiana,22063,69.94941,72.5,65230,57730
louisiana,22065,-15.50321,-17.3,4670,4732
louisiana,22067,13.51305,11.4,11574,11852
louisiana,22069,14.87254,11.0,16554,16621
louisiana,22071,-68.15357,-66.2,177819,165812
louisiana,22073,23.62722,25.4,69166,68017
louisiana,22075,36.29926,33.6,11014,10573
louisiana,22077,22.79525,17.2,12371,11761
louisiana,22079,32.0598,32.5,58865,56844
louisiana,22081,18.61084,10.2,4132,4422
louisiana,22083,34.02414,32.6,9940,9597
louisiana,22085,66.48735,63.1,10596,9787
louisiana,22087,28.48725,33.4,17650,15815
louisiana,22089,29.57183,30.8,28517,26192
louisiana,22091,-10.26307,-14.4,6158,5964
louisiana,22093,-4.4162,-8.0,12590,12085
louisiana,22095,-28.20082,-24.5,21432,20743
louisiana,22097,14.09098,11.9,41154,39977
louisiana,22099,36.11214,33.4,27038,25750
louisiana,22101,29.13827,27.6,23186,22877
louisiana,22103,44.19385,50.8,140110,124392
louisiana,22105,32.81074,32.6,57661,52416
louisiana,22107,-5.16836,-5.9,2554,2548
louisiana,22109,50.04542,48.4,46240,43896
louisiana,22111,51.36149,48.5,11201,10894
louisiana,22113,61.92724,59.3,27324,25632
louisiana,22115,64.91198,65.0,17268,16633
louisiana,22117,37.60057,36.8,19513,18628
louisiana,22119,31.06061,29.1,18216,18145
louisiana,22121,10.52706,12.1,14097,12712
louisiana,22123,71.39747,68.4,5052,4759
louisiana,22125,24.96809,19.7,6268,5799
louisiana,22127,49.41365,46.5,6225,6372
mississippi,28001,-13.79198,-13.6,12268,13836
mississippi,28003,63.4748,61.8,15811,14783
mississippi,28005,26.12738,22.6,7207,7050
mississippi,28007,18.52355,20.0,8832,8256
mississippi,28009,20.75955,13.2,4292,4022
mississippi,28011,-30.77426,-32.2,13755,13824
mississippi,28013,41.28886,38.8,6595,6396
mississippi,28015,38.47502,38.3,5705,5528
mississippi,28017,4.47963,6.1,8148,7890
mississippi,28019,42.98225,38.6,4225,4065
mississippi,28021,-71.16551,-74.2,4453,4272
mississippi,28023,30.89733,32.8,8347,7791
mississippi,28025,-16.29434,-15.7,10206,10003
mississippi,28027,-43.16131,-44.3,8642,8912
mississippi,28029,-1.70582,-4.9,12897,12982
mississippi,28031,26.01643,24.5,9371,8811
mississippi,28033,23.86554,34.0,76248,66155
mississippi,28035,11.14263,13.3,31725,28064
mississippi,28037,32.32527,28.4,4464,4290
mississippi,28039,76.78055,77.5,11064,9891
mississippi,28041,65.81843,62.6,5816,5369
mississippi,28043,25.81016,14.7,7838,10513
mississippi,28045,55.48504,59.3,20957,17637
mississippi,28047,25.16839,30.3,75865,63313
mississippi,28049,-48.31672,-44.5,100191,95077
mississippi,28051,-60.92938,-66.6,6542,8076
mississippi,28053,-45.30914,-45.1,4189,4253
mississippi,28055,-6.95266,-13.9,676,699
mississippi,28057,75.64197,75.5,10826,9737
mississippi,28059,34.63742,38.3,54623,49567
mississippi,28061,-0.44612,-3.9,8742,8475
mississippi,28065,-17.14148,-20.1,6213,6237
mississippi,28063,-71.49067,-73.8,3911,3860
mississippi,28067,42.23522,43.5,30091,28352
mississippi,28069,-23.24598,-22.6,4732,4639
mississippi,28071,12.26098,14.8,23481,19643
mississippi,28073,46.84849,55.1,28526,24592
mississippi,28075,16.0142,21.9,31266,29506
mississippi,28077,30.60299,29.8,6617,6364
mississippi,28079,14.4611,14.2,9204,8449
mississippi,28081,32.47845,37.0,37003,32913
mississippi,28083,-34.49499,-41.1,8178,11140
mississippi,28085,38.98204,40.1,16818,15193
mississippi,28087,2.61431,5.7,27273,25695
mississippi,28089,11.80616,15.8,56335,50131
mississippi,28091,36.78858,35.6,12194,11693
mississippi,28093,-3.10171,-9.7,15830,14839
mississippi,28095,30.69043,29.2,17279,15884
mississippi,28097,15.67546,14.1,5078,4996
mississippi,28099,43.17406,47.0,11720,10553
mississippi,28101,38.49249,40.2,10189,9438
mississippi,28103,-52.42464,-56.5,5341,5574
mississippi,28105,-6.53644,-1.6,19812,18124
mississippi,28107,4.20211,0.1,15635,15064
mississippi,28109,64.21267,64.8,24056,21883
mississippi,28111,52.98886,53.7,5922,5432
mississippi,28113,-0.96198,-0.2,17360,16360
mississippi,28115,62.15483,61.2,14377,12984
mississippi,28117,58.30185,56.5,10588,9872
mississippi,28119,-34.80954,-39.0,3229,3365
mississippi,28121,45.35843,52.4,70655,63110
mississippi,28123,18.1962,17.6,10744,10522
mississippi,28125,-35.59322,-35.9,2183,2190
mississippi,28127,30.43993,30.8,11820,11419
mississippi,28129,56.0466,56.5,8327,7627
mississippi,28131,52.83067,53.0,7878,7045
mississippi,28133,-41.12362,-41.0,9683,9598
mississippi,28135,-10.84168,-14.9,5691,5870
mississippi,28137,34.53172,30.7,13101,11627
mississippi,28139,60.55237,58.3,10102,9260
mississippi,28141,75.15032,73.7,9147,8371
mississippi,28143,-46.39551,-50.9,3565,3567
mississippi,28145,64.75597,62.8,12683,11496
mississippi,28147,20.80056,18.3,5721,6919
mississippi,28149,-0.36569,2.5,21056,19416
mississippi,28151,-39.96117,-36.5,18025,16825
mississippi,28153,26.65673,25.7,10065,9599
mississippi,28155,60.12588,58.3,5402,5069
mississippi,28157,-34.50363,-36.5,4130,4218
mississippi,28159,11.59671,11.9,9244,8881
mississippi,28161,13.55154,13.1,6538,6077
mississippi,28163,-6.35954,-7.7,10441,10070
missouri,29001,25.98433,24.7,10337,10226
missouri,29003,50.17903,50.3,9775,9194
missouri,29005,58.10235,55.6,2814,2730
missouri,29007,47.12946,43.5,10660,10133
missouri,29009,60.75779,59.7,15598,14605
missouri,29011,71.15353,70.1,6077,5939
missouri,29013,58.36396,54.2,8435,8083
missouri,29015,56.56614,54.1,10478,9590
missouri,29017,73.78365,72.6,5981,5676
missouri,29019,-12.53022,-5.9,91004,83868
missouri,29021,24.5281,25.9,36713,35964
missouri,29023,62.19653,61.5,18165,17259
missouri,29025,60.22147,55.5,4696,4312
missouri,29027,42.23251,41.7,21178,19333
missouri,29029,53.22112,53.7,24774,22680
missouri,29031,45.05366,49.7,40252,37311
missouri,29033,64.46701,62.7,4531,4361
missouri,29035,69.95871,66.2,2906,2850
missouri,29037,31.52945,35.5,57524,51410
missouri,29039,65.96107,63.4,7039,6327
missouri,29041,53.82916,52.0,4074,3969
missouri,29043,50.69504,53.6,46904,41863
missouri,29045,58.75074,52.3,3394,3316
missouri,29047,3.99943,10.9,126618,111170
missouri,29049,44.93299,43.6,10894,10301
missouri,29051,33.8829,36.4,39486,37656
missouri,29053,46.18829,46.2,8710,7986
missouri,29055,60.25699,59.5,10973,9920
missouri,29057,66.89304,64.5,4123,3951
missouri,29059,64.51613,62.0,8122,7453
missouri,29061,60.16993,54.5,3884,3738
missouri,29063,59.83065,58.7,4842,4626
missouri,29065,69.04229,68.1,7142,6791
missouri,29067,69.83128,67.5,6994,6666
missouri,29069,56.96324,53.6,10419,10578
missouri,29071,43.6707,45.7,53750,50472
missouri,29073,58.243,55.7,7934,7451
missouri,29075,60.72862,55.8,3239,3043
missouri,29077,20.2826,27.1,138074,130523
missouri,29079,62.79017,60.6,4437,4428
missouri,29081,68.0,64.8,3825,3689
missouri,29083,50.14848,47.6,10776,9912
missouri,29085,57.30315,53.1,5080,4761
missouri,29087,69.88055,67.0,2344,2355
missouri,29089,42.05148,41.0,5089,4868
missouri,29091,64.17342,63.1,18637,17455
missouri,29093,57.73084,52.5,4592,4269
missouri,29095,-21.83067,-17.3,330425,304687
missouri,29097,46.03447,50.7,52515,48326
missouri,29099,33.88008,35.0,116629,106995
missouri,29101,36.77272,36.5,23134,21362
missouri,29103,61.74569,55.5,1856,1870
missouri,29105,65.25953,64.0,16819,16140
missouri,29107,45.6126,43.4,17083,15975
missouri,29109,62.50418,60.6,17930,16811
missouri,29111,55.5025,53.8,4607,4480
missouri,29113,52.57514,50.1,28814,25114
missouri,29115,53.85965,51.0,5700,5587
missouri,29117,57.09845,56.3,6755,6421
missouri,29121,56.34414,55.7,7834,7631
missouri,29123,62.84606,58.2,5671,5321
missouri,29125,64.43234,61.5,4774,4500
missouri,29127,50.17951,49.7,13370,12938
missouri,29119,66.60773,63.5,9050,8302
missouri,29129,74.14278,72.8,1779,1745
missouri,29131,65.73229,65.6,12379,11482
missouri,29133,49.6005,41.4,4756,5169
missouri,29135,61.97203,60.2,7150,6830
missouri,29137,56.7495,55.5,4467,4156
missouri,29139,56.34315,55.4,5770,5429
missouri,29141,58.15057,56.6,9484,8821
missouri,29143,51.03477,45.4,7248,7357
missouri,29145,57.39189,58.1,28396,26807
missouri,29147,40.5712,40.7,9874,9458
missouri,29149,63.77056,60.1,4742,4668
missouri,29151,71.28474,68.5,7449,7090
missouri,29153,68.00821,64.7,4870,4505
missouri,29155,44.70054,33.4,5727,6043
missouri,29157,63.34712,61.6,9429,8740
missouri,29159,47.50642,46.6,19069,18204
missouri,29161,40.10772,42.4,19495,18713
missouri,29163,53.85116,46.7,7686,7428
missouri,29165,1.94795,11.8,58523,49608
missouri,29167,59.53915,56.7,15059,13763
missouri,29169,45.75495,51.2,14405,13582
missouri,29171,68.74206,67.5,2361,2346
missouri,29173,56.35818,53.5,5662,5294
missouri,29175,51.5081,50.4,10742,10408
missouri,29177,44.80007,36.7,11654,10945
missouri,29179,66.82838,61.4,3298,3038
missouri,29181,69.73707,66.8,5743,5524
missouri,29195,37.19563,34.4,9528,9274
missouri,29197,61.49626,59.5,2005,1936
missouri,29199,59.0932,58.6,1985,1981
missouri,29201,56.43453,55.3,17748,17337
missouri,29203,62.89662,56.1,3908,3904
missouri,29205,62.80179,58.6,3355,3274
missouri,29183,17.48487,26.1,222175,203184
missouri,29185,59.17136,55.4,4972,4630
missouri,29187,48.08544,45.0,27996,24920
missouri,29510,-66.17842,-63.0,131765,132487
missouri,29189,-23.85911,-16.2,528075,519686
missouri,29186,41.2217,34.7,9495,8512
missouri,29207,71.93139,69.2,13410,13291
missouri,29209,61.10567,61.7,18378,16645
missouri,29211,60.54229,54.6,2471,2486
missouri,29213,57.54954,58.7,26240,23673
missouri,29215,68.49629,65.2,11332,10956
missouri,29217,57.10388,55.9,9164,8631
missouri,29219,46.00773,45.6,18373,15784
missouri,29221,62.60154,54.9,9971,9331
missouri,29223,70.48008,64.4,5874,5762
missouri,29225,60.19386,57.7,18776,16743
missouri,29227,59.80126,58.6,1107,1046
missouri,29229,71.93545,68.2,8737,8119
north-carolina,37001,8.39925,12.6,86091,71157
north-carolina,37003,58.03024,55.4,20236,18271
north-carolina,37005,50.04937,47.2,6076,5315
north-carolina,37007,-4.18081,-12.8,11194,10545
north-carolina,37009,46.07942,44.0,15814,13424
north-carolina,37011,52.66441,55.9,9458,8249
north-carolina,37013,25.85598,24.1,26315,23938
north-carolina,37015,-21.61997,-24.8,9815,9347
north-carolina,37017,13.72263,9.4,17125,15897
north-carolina,37019,24.99584,28.4,90175,68351
north-carolina,37021,-21.10739,-14.2,161569,138947
north-carolina,37023,40.13497,38.5,44602,38920
north-carolina,37025,9.44748,19.6,117227,93289
north-carolina,37027,51.07287,50.1,42829,36320
north-carolina,37029,46.61515,45.4,5953,5006
north-carolina,37031,42.00726,44.0,42695,37781
north-carolina,37033,18.49639,11.1,12051,11070
north-carolina,37035,37.03806,37.5,83425,72351
north-carolina,37037,-11.52493,-9.9,48599,39849
north-carolina,37039,55.0752,56.3,16423,14181
north-carolina,37041,15.72456,14.1,7784,7228
north-carolina,37043,49.514,51.1,6893,6010
north-carolina,37045,32.82724,30.3,51308,44673
north-carolina,37047,27.92861,21.9,26446,23732
north-carolina,37049,18.62621,21.5,53065,47001
north-carolina,37051,-16.60686,-16.0,147150,127506
north-carolina,37053,46.21292,49.3,16147,12669
north-carolina,37055,16.51535,21.6,24232,19609
north-carolina,37057,47.47498,48.4,88514,74856
north-carolina,37059,45.49405,47.5,25311,21756
north-carolina,37061,22.12635,18.9,22715,20856
north-carolina,37063,-62.37925,-59.5,179914,156134
north-carolina,37065,-27.01652,-32.0,25477,24886
north-carolina,37067,-13.89681,-10.4,201262,178312
north-carolina,37069,13.44326,11.5,37357,30368
north-carolina,37071,27.77018,31.8,115498,96431
north-carolina,37073,13.74979,9.1,5971,5392
north-carolina,37075,60.12862,60.3,4665,4168
north-carolina,37077,6.58902,2.5,31598,27353
north-carolina,37079,11.90449,9.5,8753,8095
north-carolina,37081,-23.12662,-19.9,284486,257405
north-carolina,37083,-21.21589,-26.7,25759,25167
north-carolina,37085,22.44523,23.6,58293,46065
north-carolina,37087,26.51743,27.5,36542,30727
north-carolina,37089,18.7521,27.5,68371,58176
north-carolina,37091,-34.02295,-37.4,10634,10186
north-carolina,37093,-10.86464,-10.8,21639,18230
north-carolina,37095,14.92777,14.0,2492,2304
north-carolina,37097,32.35487,36.4,102371,82567
north-carolina,37099,8.23689,11.5,21428,18713
north-carolina,37101,24.32877,30.3,111362,85909
north-carolina,37103,19.60181,17.7,5525,5135
north-carolina,37105,14.91313,12.9,29008,25084
north-carolina,37107,3.46721,3.7,28409,26807
north-carolina,37109,45.93464,47.2,50217,40023
north-carolina,37113,38.47563,40.9,20743,17734
north-carolina,37115,23.53931,25.4,13076,11269
north-carolina,37117,4.95215,0.4,12540,11964
north-carolina,37111,48.04156,49.8,23003,19875
north-carolina,37119,-35.07538,-29.4,567053,472857
north-carolina,37121,57.77016,57.9,9041,8096
north-carolina,37123,31.78457,25.8,12849,11540
north-carolina,37125,27.4002,29.1,58339,48692
north-carolina,37127,-0.22957,0.2,52271,47665
north-carolina,37129,-2.13365,3.9,131840,111905
north-carolina,37131,-20.57572,-26.0,10109,9848
north-carolina,37133,30.19589,34.3,72235,57135
north-carolina,37135,-51.0818,-50.2,84997,82340
north-carolina,37137,27.99109,26.3,7631,6870
north-carolina,37139,-0.3116,-2.5,19897,17391
north-carolina,37141,29.9482,29.7,34169,27885
north-carolina,37143,32.21539,27.7,7484,6708
north-carolina,37145,21.55385,17.1,21894,19615
north-carolina,37147,-9.44355,-7.6,87573,80527
north-carolina,37149,25.65949,27.7,12358,10934
north-carolina,37151,56.29876,56.1,73316,64575
north-carolina,37153,14.81481,9.7,20763,19328
north-carolina,37155,18.61914,4.3,47188,40858
north-carolina,37157,32.02117,29.8,47809,42278
north-carolina,37159,35.66777,36.4,73408,64369
north-carolina,37161,45.76375,47.4,34429,30307
north-carolina,37163,22.52079,16.5,28618,25928
north-carolina,37165,1.94247,-7.6,14775,13928
north-carolina,37167,51.05925,49.7,33939,29917
north-carolina,37169,57.80484,55.2,25702,22550
north-carolina,37171,51.35924,50.3,36638,32196
north-carolina,37173,19.53877,22.4,7068,6124
north-carolina,37175,15.64399,22.2,20404,17869
north-carolina,37177,15.74023,14.7,1817,1739
north-carolina,37179,24.16362,30.6,131011,105710
north-carolina,37181,-19.23901,-24.5,20999,19977
north-carolina,37183,-26.45316,-20.2,631830,527624
north-carolina,37185,-25.72622,-32.5,10293,9842
north-carolina,37187,-9.91136,-15.3,6205,6165
north-carolina,37189,-8.28988,-1.5,32220,29985
north-carolina,37191,11.69311,11.4,55537,50689
north-carolina,37193,56.62362,54.7,35464,31296
north-carolina,37195,-2.87959,-5.6,40735,38135
north-carolina,37197,61.08518,60.8,19923,17624
north-carolina,37199,33.72093,32.0,11352,9960
california,06001,-62.53638,-63.5,767961,659543
california,06003,-31.92935,-19.4,736,602
california,06005,24.35874,24.9,22300,17963
california,06007,-1.83804,3.7,99780,97002
california,06009,24.11199,23.7,26717,23531
california,06011,16.69196,13.3,7908,6697
california,06013,-45.61088,-43.0,567882,473014
california,06015,15.59239,17.3,11403,9558
california,06017,8.7609,13.5,115753,95149
california,06019,-7.77326,-6.0,363271,287062
california,06021,27.40376,28.8,11170,9470
california,06023,-35.24128,-24.7,56448,60014
california,06025,-26.4485,-41.5,50725,48091
california,06027,-0.12685,13.4,9460,8179
california,06029,9.7703,12.7,284587,244163
california,06031,12.97308,13.0,41933,34310
california,06033,-26.44501,-3.6,11038,24684
california,06035,51.15884,50.0,11779,10699
california,06037,-44.26988,-49.3,4222318,3434308
california,06039,11.54479,14.5,53522,43507
california,06041,-66.8806,-61.8,153475,140683
california,06043,18.11284,23.2,10280,8877
california,06045,-47.63816,-29.5,25171,37915
california,06047,-10.49665,-12.1,88533,71127
california,06049,42.36531,47.3,3805,3843
california,06051,-22.25533,-12.5,6713,5281
california,06053,-41.2822,-40.6,163797,133408
california,06055,-40.64144,-35.5,67847,61372
california,06057,-14.85898,-4.9,63645,54935
california,06059,-9.03035,-8.6,1520174,1197521
california,06061,6.33795,11.6,225909,186024
california,06063,16.27397,19.9,10950,9850
california,06065,-8.15194,-5.4,964102,751391
california,06067,-25.5668,-24.2,706201,562285
california,06069,-24.37758,-21.2,28317,22122
california,06071,-10.72515,-10.6,810469,653983
california,06073,-22.77731,-19.6,1597603,1311618
california,06075,-72.56557,-75.2,442969,408541
california,06077,-14.15829,-14.2,271424,227002
california,06079,-13.3634,-8.0,156562,137202
california,06081,-57.71228,-57.2,370072,314384
california,06083,-32.3267,-28.4,194378,178878
california,06085,-47.45312,-52.1,846604,703709
california,06087,-60.37897,-56.0,143757,130012
california,06089,32.77805,36.4,90225,81024
california,06091,21.34715,24.1,1930,1858
california,06093,15.76815,20.0,23446,20493
california,06095,-30.29129,-30.0,205640,168150
california,06097,-51.82392,-46.7,263691,233303
california,06099,-0.829,-1.8,211701,174406
california,06101,16.43759,15.1,42634,33824
california,06103,34.46656,36.3,26826,23908
california,06105,5.39028,10.3,6252,5784
california,06107,7.7945,9.4,144448,114102
california,06109,18.42388,21.0,29820,25893
california,06111,-21.14211,-17.4,421079,356107
california,06113,-45.04752,-41.4,75023,82090
california,06115,21.46804,22.9,27329,22998
iowa,19001,41.11881,34.8,4183,3811
iowa,19003,43.46617,39.4,2158,2106
iowa,19005,28.93149,24.2,7459,6923
iowa,19007,40.28589,36.2,6506,6136
iowa,19009,35.83138,30.9,3416,3412
iowa,19011,27.50393,25.7,14627,13844
iowa,19013,-9.01291,-7.4,66549,64405
iowa,19015,15.62786,13.7,15306,14196
iowa,19017,16.05202,13.7,14534,13538
iowa,19019,20.9123,15.0,10764,10252
iowa,19021,25.70868,24.7,8149,8278
iowa,19023,38.57001,36.8,8084,7513
iowa,19025,42.27472,40.1,5249,5159
iowa,19027,37.88254,31.6,11306,10544
iowa,19029,38.09524,39.4,7266,7125
iowa,19031,17.04195,17.8,10703,9541
iowa,19033,6.27889,7.7,23794,22965
iowa,19035,39.35107,40.2,6503,6258
iowa,19037,31.35862,22.9,6617,6435
iowa,19039,35.87655,28.0,4666,4454
iowa,19041,38.83549,42.1,8948,8617
iowa,19043,28.86964,22.8,9581,9129
iowa,19045,10.30848,5.1,24669,23067
iowa,19047,36.85978,37.9,7146,6935
iowa,19049,1.98399,9.5,55847,38252
iowa,19051,49.25592,45.0,4099,3882
iowa,19053,39.33175,29.3,3801,3734
iowa,19055,35.1568,29.6,9981,9241
iowa,19057,8.53261,6.9,19947,19103
iowa,19059,33.63313,35.7,11230,10354
iowa,19061,2.89111,1.2,53924,49721
iowa,19063,35.97938,37.2,4850,4753
iowa,19065,22.69246,19.4,10184,9975
iowa,19067,19.46175,14.8,8026,8060
iowa,19069,35.08498,33.6,5119,4968
iowa,19071,42.36057,40.2,3855,3595
iowa,19073,28.74951,23.4,5054,4821
iowa,19075,37.50689,38.9,7260,6872
iowa,19077,35.90831,33.0,6369,5750
iowa,19079,24.82386,22.6,8516,7694
iowa,19081,43.93767,40.7,6161,5871
iowa,19083,32.02228,28.9,8975,8533
iowa,19085,38.42092,37.1,8144,7465
iowa,19087,32.43677,30.6,9964,9404
iowa,19089,27.36268,20.5,4952,4559
iowa,19091,44.67205,45.5,5321,5087
iowa,19093,50.94928,51.6,3845,3612
iowa,19095,25.33965,23.8,9716,8904
iowa,19097,26.18277,19.3,11118,10310
iowa,19099,21.53015,18.1,20181,19034
iowa,19101,1.42985,0.5,8952,8156
iowa,19103,-43.3792,-37.9,83570,76940
iowa,19105,21.51391,19.1,10965,10133
iowa,19107,45.03875,41.1,5291,4985
iowa,19109,39.42933,36.1,9077,8607
iowa,19111,19.28114,16.0,16721,16151
iowa,19113,-13.77894,-9.0,127078,117098
iowa,19115,33.3083,28.4,5326,5008
iowa,19117,43.26134,37.6,4630,4354
iowa,19119,67.71745,67.0,6852,6377
iowa,19121,34.39731,31.1,9806,8636
iowa,19123,47.47386,45.3,11381,10632
iowa,19125,33.75657,30.8,19217,17816
iowa,19127,7.68679,8.3,18122,17980
iowa,19129,37.24991,38.7,8247,7698
iowa,19131,27.92777,24.0,5815,5417
iowa,19133,39.05388,41.0,4714,4572
iowa,19135,46.43819,40.9,4085,3865
iowa,19137,39.02256,42.1,5320,5044
iowa,19139,7.03379,6.3,20629,19434
iowa,19141,56.91553,59.9,7541,7406
iowa,19143,62.79699,61.6,3325,3213
iowa,19145,42.99774,43.8,7519,7044
iowa,19147,37.39394,35.8,4950,4703
iowa,19149,49.40346,51.5,14165,13190
iowa,19151,49.542,45.0,3821,3865
iowa,19153,-15.29123,-11.4,257991,231555
iowa,19155,16.77345,21.3,45733,42680
iowa,19157,13.34453,6.5,10124,9833
iowa,19159,46.36397,39.6,2709,2707
iowa,19161,48.34449,46.7,5527,5212
iowa,19163,-3.48557,-1.5,92639,86220
iowa,19165,40.37753,42.4,6781,6370
iowa,19167,66.79152,68.6,18956,18194
iowa,19169,-17.37907,-12.3,50837,50667
iowa,19171,19.12253,20.3,9026,8752
iowa,19173,52.96114,44.7,3242,3029
iowa,19175,31.58321,27.5,6171,5832
iowa,19177,52.37592,47.2,3788,3561
iowa,19179,23.66618,20.6,15613,15149
iowa,19181,16.80181,16.1,30955,27300
iowa,19183,20.48142,20.4,11757,10929
iowa,19185,51.9175,45.9,3103,2940
iowa,19187,24.28379,21.5,17802,17430
iowa,19189,26.41573,26.2,5951,5787
iowa,19191,5.1346,0.8,12036,11362
iowa,19193,15.56717,19.5,45172,43718
iowa,19195,25.87222,21.7,4414,4257
iowa,19197,34.28388,31.6,6242,6026
maine,23001,2.87732,9.4,58770,55601
maine,23003,18.71401,17.2,33686,35097
maine,23005,-35.61422,-26.3,193945,171818
maine,23007,1.75673,5.5,14971,16488
maine,23009,-14.37869,-7.5,33035,32130
maine,23011,-0.20638,3.6,70742,66208
maine,23013,-19.47595,-14.2,25303,23147
maine,23015,-9.41198,-2.4,22142,21503
maine,23017,8.88533,12.9,31884,31201
maine,23019,6.14749,10.9,78162,80540
maine,23021,26.34432,25.1,9224,9182
maine,23023,-15.70585,-6.3,24042,21616
maine,23025,21.01237,22.7,23529,26064
maine,23027,-4.53098,-0.3,24498,22707
maine,23029,20.33505,18.4,12058,16365
maine,23031,-14.01194,-4.8,130346,114274
florida,12001,-27.16053,-22.3,142604,130100
florida,12003,70.23259,64.4,14059,12705
florida,12005,43.51888,45.8,93024,88222
florida,12007,52.62617,49.3,13632,12158
florida,12009,16.44676,19.5,360764,318141
florida,12011,-29.79548,-34.9,957672,837388
florida,12013,62.2893,55.7,6526,6128
florida,12015,26.62025,27.5,116340,97187
florida,12017,41.04798,39.4,93208,80412
florida,12019,37.10703,43.9,124405,107317
florida,12021,24.69902,25.7,207818,172510
florida,12023,45.1607,44.2,33042,28864
florida,12027,32.02465,27.5,12659,10903
florida,12029,66.04628,62.8,8167,7246
florida,12031,-3.81356,1.4,492820,436573
florida,12033,15.11105,20.3,170372,154172
florida,12035,20.7513,20.4,71716,57987
florida,12037,37.30472,39.3,6849,6059
florida,12039,-36.56258,-37.3,23762,22214
florida,12041,63.96489,62.3,9685,8472
florida,12043,46.15829,39.4,5193,4382
florida,12045,50.56964,49.2,8163,7331
florida,12047,31.76672,28.0,5830,5491
florida,12049,45.06777,40.5,8485,7645
florida,12051,23.00618,14.1,12940,11182
florida,12053,30.19867,28.7,108922,94651
florida,12055,34.378,31.8,52170,46011
florida,12057,-6.87706,-6.8,712063,603890
florida,12059,78.91487,77.5,9068,8556
florida,12061,21.57072,24.2,97484,80769
florida,12063,38.9045,37.1,22419,21159
florida,12065,6.88676,5.1,8451,7689
florida,12067,71.56916,67.2,3658,3411
florida,12069,20.04316,22.9,211314,171799
florida,12071,19.18055,20.2,393899,329554
florida,12073,-28.27244,-24.9,162929,153881
florida,12075,45.55628,44.5,23145,19499
florida,12077,60.43246,57.1,3561,3312
florida,12079,19.49893,15.5,9380,8540
florida,12081,16.04965,17.0,216958,180757
florida,12083,25.91694,26.0,204376,175900
florida,12085,24.58825,26.6,98726,86633
florida,12086,-7.35043,-29.4,1156816,987191
florida,12087,7.93687,6.8,48029,42977
florida,12089,45.91318,49.8,58811,46992
florida,12091,39.14138,47.1,116373,102096
florida,12093,44.37759,39.2,15954,13761
florida,12095,-23.11018,-24.4,647403,551902
florida,12097,-13.81208,-24.9,172436,141468
florida,12099,-12.78665,-15.4,773158,666212
florida,12101,20.051,21.4,301970,243265
florida,12103,-0.22172,1.1,559715,497485
florida,12105,14.4315,13.9,343256,286969
florida,12107,41.20364,36.2,36373,33301
florida,12113,46.54814,52.9,106928,88684
florida,12115,10.44442,11.5,270575,231353
florida,12117,-2.79393,1.6,260815,227526
florida,12109,26.66485,33.1,176622,137846
florida,12111,1.56474,2.4,172169,141993
florida,12119,36.13559,39.0,92485,77238
florida,12121,56.632,54.9,21057,18787
florida,12123,53.83628,51.1,10127,9348
florida,12125,65.33227,62.1,6245,5722
florida,12127,14.06653,12.9,307439,263278
florida,12129,40.87698,39.9,18404,15444
florida,12131,51.72382,55.7,43711,33898
florida,12133,61.07731,56.8,12327,11211
washington,53001,36.16874,37.3,5784,4782
washington,53003,25.65494,26.1,11795,9974
washington,53005,21.18864,24.9,101965,83592
washington,53007,8.18883,14.8,42387,34433
washington,53009,-3.32936,2.8,48658,40533
washington,53011,-5.13448,-0.2,272978,208485
washington,53013,43.75504,43.6,2482,2229
washington,53015,17.43165,13.3,59805,47142
washington,53017,24.25865,29.5,21110,15901
washington,53019,29.58993,30.3,4292,3644
washington,53021,14.76769,17.6,31833,24614
washington,53023,47.61905,45.2,1470,1266
washington,53025,34.68666,36.6,37340,29258
washington,53027,6.40309,7.0,37763,29301
washington,53029,-12.11174,-5.6,53444,44273
washington,53031,-41.68798,-31.7,24633,20879
washington,53033,-53.12109,-48.8,1199885,1028450
washington,53035,-18.21497,-11.0,157420,128770
washington,53037,10.84483,13.3,25579,19615
washington,53039,9.48487,14.4,13453,11074
washington,53041,33.06109,35.1,44935,35199
washington,53043,49.08231,48.9,6974,5861
washington,53045,3.83972,5.8,37060,29003
washington,53047,13.93056,18.9,20997,17556
washington,53049,1.10213,6.7,13973,10972
washington,53051,36.53526,34.8,8422,7016
washington,53053,-11.23874,-7.1,460354,360017
washington,53055,-51.27171,-40.3,12896,11134
washington,53057,-7.54993,-3.4,71802,58059
washington,53059,9.66601,11.9,7066,5829
washington,53061,-20.74423,-16.1,434757,354734
washington,53063,4.35049,8.3,292680,236050
washington,53065,42.49204,40.2,27937,23395
washington,53067,-18.79815,-15.0,166293,134191
washington,53069,19.18605,21.1,2924,2429
washington,53071,8.6414,15.1,29891,26228
washington,53073,-24.1154,-17.4,137464,113339
washington,53075,-9.70405,-4.1,19868,18028
washington,53077,7.70252,13.1,95670,79741
illinois,17001,46.54543,46.8,33434,32310
illinois,17003,14.17143,8.3,2625,2820
illinois,17005,41.15181,37.3,8109,7570
illinois,17007,13.74027,14.3,24672,23001
